age,experience_years,education_level,hours_per_week,salary
34,6,4,23,89817
39,9,3,56,107486
59,14,1,40,93936
36,9,2,25,76650
43,4,4,52,95704
28,3,4,55,92396
29,2,3,31,63862
38,4,2,48,68148
46,22,1,30,116305
56,11,2,24,85794
51,14,4,46,138844
58,35,4,30,199428
47,10,1,34,78290
52,5,5,29,107905
43,18,4,49,144343
51,21,5,58,180259
55,7,4,27,97418
49,21,5,52,174546
33,7,4,58,110525
51,4,2,49,76875
55,0,5,45,100264
26,3,3,54,81580
65,20,3,48,147635
30,0,1,47,39635
47,11,5,42,137152
29,9,2,60,97779
47,26,5,42,185323
54,16,2,51,118023
26,0,4,44,75188
29,5,4,33,92540
65,30,4,21,184064
32,12,2,41,90525
35,11,2,29,90918
62,33,4,28,189993
40,17,4,34,136422
23,4,2,38,66717
33,12,3,27,100443
61,33,2,46,177311
43,12,2,21,86842
37,1,4,23,71118
29,2,4,57,91716
22,0,4,37,71175
25,2,2,30,56163
41,14,3,22,104437
48,19,5,59,173221
48,6,3,34,83714
41,4,3,33,77539
35,10,5,35,118398
40,15,5,52,148207
55,15,5,39,148091
27,4,3,32,74551
62,9,5,45,130028
21,0,3,41,60002
22,0,2,26,45482
33,0,5,39,88660
35,9,3,54,108585
55,9,5,35,120398
49,19,3,24,127687
48,22,2,23,120810
29,5,2,38,69138
35,10,5,52,125518
51,2,4,52,95508
43,4,4,45,97353
41,11,2,38,90435
36,0,2,48,52764
44,1,1,60,56889
24,1,4,32,73216
52,29,3,22,162303
57,13,4,25,119975
33,3,3,32,71013
26,0,2,78,58428
49,10,4,38,113549
55,10,1,57,94894
49,17,5,31,149984
32,2,3,47,76487
22,0,2,44,48747
42,8,1,35,68258
56,23,4,45,169232
36,2,1,33,41640
45,19,4,32,140652
25,5,2,24,62072
24,2,1,29,42375
27,7,5,39,108185
41,7,1,37,67148
34,5,2,41,74439
58,9,3,45,105917
64,13,4,46,138445
57,12,3,52,122319
56,19,2,41,129163
36,7,5,47,115554
63,32,2,35,173825
52,19,4,55,155849
61,11,2,38,99702
27,0,3,33,63240
57,15,3,44,127638
22,1,5,45,94214
38,10,4,46,111987
49,12,2,24,90809
29,7,2,27,69038
30,3,3,46,77420
23,2,2,51,59264
30,1,4,42,84313
51,10,2,49,100048
28,1,1,37,39032
60,11,2,53,105269
21,0,4,47,73911
23,1,5,51,92143
65,10,2,35,91692
46,12,4,20,109011
44,12,2,46,105671
52,24,3,35,147690
43,3,4,29,88877
52,21,1,22,106668
31,0,3,34,61910
24,2,4,47,79755
43,24,5,60,186191
38,17,2,22,104134
26,2,2,37,60498
41,4,3,46,86485
61,7,5,23,110043
52,26,3,45,161057
27,2,4,58,88074
58,27,3,56,174960
45,20,1,32,110382
54,4,3,47,93227
46,16,5,25,137799
50,28,2,36,155012
61,8,2,21,75220
31,9,5,34,111790
27,0,4,57,85945
34,6,3,51,91301
44,23,1,47,130030
53,26,5,41,187325
49,16,1,40,96602
45,10,4,31,107270
25,1,5,32,88043
27,4,5,41,102330
47,16,5,41,153448
28,1,4,21,64173
23,0,4,26,66751
57,13,1,53,97084
31,1,4,57,91015
55,3,4,40,90842
51,5,2,57,87345
57,4,1,49,62102
22,0,5,59,93426
26,0,4,44,76277
26,2,3,24,63168
35,17,2,50,116784
35,9,5,33,113373
47,13,3,20,99984
43,6,5,33,112416
42,2,1,53,53511
65,21,1,57,131479
30,3,5,42,101151
63,8,5,44,130898
25,5,1,43,56836
56,22,4,52,165144
35,7,4,59,108160
40,15,5,37,146315
43,22,4,35,152484
36,12,4,31,110138
63,20,3,58,152186
32,4,1,28,50483
29,1,1,58,52725
65,22,5,34,176849
52,13,4,46,126614
31,6,3,26,74400
25,1,1,44,41227
64,15,1,48,107764
56,14,1,56,100032
60,27,5,32,188570
61,23,5,32,177786
41,4,4,27,83489
46,4,5,27,95395
53,18,5,27,147841
65,4,3,39,87619
35,10,1,60,88879
21,0,5,47,87846
21,0,3,54,68910
60,7,5,38,119594
38,19,3,33,128142
63,4,1,25,51673
33,9,2,27,77443
31,3,2,60,67932
43,20,3,43,134379
22,0,2,37,50493
29,3,1,21,38135
42,16,1,57,106557
56,29,3,36,172527
31,10,2,38,90769
27,0,2,29,44813
39,12,4,58,130251
55,29,2,44,160065
26,5,1,55,61974
63,0,4,78,96638
49,18,5,45,162655
27,1,3,47,72932
35,5,5,29,96965
65,1,1,55,62296
65,34,4,53,207731
28,2,4,36,78804
49,9,5,39,125941
35,0,5,44,93641
37,1,1,58,52160
45,1,1,32,42809
38,11,5,25,117265
23,2,2,47,60527
53,8,5,54,130924
59,24,1,30,130288
26,0,1,38,42262
32,7,1,26,59294
64,13,4,53,133831
39,13,1,57,100391
32,0,5,58,95249
63,22,3,40,150014
40,11,5,43,133116
55,31,4,53,194455
38,9,4,48,110785
35,9,1,51,74090
51,1,4,47,87414
33,4,4,31,89135
58,33,3,24,179260
48,8,5,37,123873
32,8,2,34,80819
59,34,3,26,184584
21,0,2,55,52007
51,27,3,34,156851
26,8,2,31,69525
34,8,2,56,87095
59,28,2,44,155863
29,6,2,52,81185
38,16,5,24,140756
48,28,1,35,145104
63,11,3,32,105288
34,6,1,53,65297
43,17,2,44,113628
24,0,2,41,50531
45,20,1,51,121054
25,2,1,23,36868
39,14,1,49,92327
64,23,5,43,175165
33,0,3,24,57547
64,39,2,47,205046
47,2,5,50,105873
27,0,2,40,53592
58,27,1,51,147869
63,35,3,22,191610
46,10,1,51,86033
36,13,3,49,116613
37,16,1,30,94980
25,5,3,36,76081
27,0,2,57,60591
34,8,3,45,92544
33,0,2,59,59527
25,0,5,27,83913
57,13,4,24,121619
60,25,3,28,156496
57,4,5,31,103388
52,31,4,46,191468
59,23,2,56,150147
45,17,5,43,149106
64,28,5,36,196369
25,6,4,23,85420
41,8,1,34,70096
30,0,4,45,77672
52,9,1,57,83936
44,20,5,52,172811
24,2,4,25,73672
55,16,1,44,103297
28,0,3,48,62282
34,7,4,36,96364
54,16,1,38,99542
34,3,2,54,67260
37,15,3,59,130084
57,21,4,23,144552
35,10,1,44,80922
38,12,3,23,101850
30,0,4,58,81933
45,1,3,38,72677
64,40,2,59,210107
34,0,4,46,76996
51,25,3,55,166359
27,0,1,32,37539
55,7,1,53,76777
47,22,1,24,116984
52,29,2,40,157533
32,8,3,51,98357
37,8,5,41,118318
55,26,3,23,157237
38,7,3,49,92452
29,1,5,23,79196
26,0,1,41,35473
27,5,1,27,50037
23,1,1,73,39454
57,9,1,48,86088
45,4,3,31,74713
62,23,3,34,149967
53,15,1,21,92487
61,7,3,28,94737
25,1,2,51,59598
42,18,4,50,145320
60,34,4,35,200538
39,14,5,53,142967
21,1,2,56,58672
61,28,1,39,143736
44,2,5,56,110079
59,18,1,57,124463
61,17,5,47,158550
27,5,3,28,71880
59,36,3,57,203799
51,24,2,58,153828
22,3,1,25,41459
57,6,3,28,83584
51,9,2,54,92854
54,7,4,45,113974
23,0,1,20,31954
47,3,3,38,82419
21,2,5,32,91399
53,10,4,32,116520
47,29,2,34,150693
49,9,2,46,88263
48,6,2,37,78430
58,25,3,42,157120
21,0,3,57,64941
54,13,3,22,109084
39,18,3,58,139657
23,1,2,45,54942
31,6,5,36,110105
56,35,5,21,211308
45,19,2,59,135159
28,7,5,31,105862
31,10,4,29,104527
23,2,4,45,86181
26,4,3,50,77007
44,4,2,32,68870
40,9,1,41,72328
44,22,5,58,178907
22,0,3,22,49605
53,25,5,43,183470
63,29,4,24,175452
32,1,2,58,64048
55,12,5,22,128604
36,10,4,43,112692
40,1,3,29,66338
21,2,3,45,71049
29,4,4,87,85338
56,19,4,20,139075
29,4,1,52,58636
38,3,4,48,90403
38,4,5,26,93504
51,11,5,53,142367
23,0,2,41,49665
46,19,5,36,154445
34,8,5,30,112732
61,26,4,20,164892
44,20,4,35,144883
36,0,2,28,50997
32,12,2,50,98453
21,0,5,27,82186
39,16,1,21,88881
39,12,5,31,131075
21,0,1,21,27298
35,0,3,25,61521
52,1,3,59,84969
54,12,1,46,90812
29,7,5,24,107523
30,1,1,51,45972
59,24,5,60,192445
26,6,3,39,79445
32,9,2,59,90410
46,22,2,41,131900
62,14,4,25,123436
50,19,5,31,158144
64,3,5,52,117414
46,16,1,24,91947
28,0,3,58,71172
27,5,3,44,78724
46,8,2,21,77550
31,3,3,21,60771
52,2,1,45,53559
22,0,4,58,83479
54,9,3,38,98720
29,1,2,50,58780
54,23,1,43,131236
24,0,2,21,37799
42,18,3,53,140786
28,5,4,57,101019
46,8,2,48,88391
39,12,3,36,111022
26,8,5,42,110855
41,2,1,50,50558
42,11,3,60,117708
63,24,1,42,132498
35,2,4,42,84899
51,2,4,34,89306
38,3,5,47,103457
61,28,3,51,175237
61,40,1,29,181205
59,33,1,37,161472
23,3,2,37,62308
30,10,2,58,100335
61,19,2,25,124843
30,5,2,46,76529
38,16,4,30,133274
55,20,2,32,127696
25,3,4,42,88495
31,0,2,26,40231
54,1,2,36,59462
57,12,3,28,108072
51,22,1,29,116030
38,10,2,29,84196
53,14,5,48,148729
24,4,5,22,87053
65,33,3,54,194054
57,7,2,35,78970
33,3,5,48,102716
65,25,4,54,177029
29,0,5,23,78972
43,4,5,58,111792
29,4,5,50,103432
39,10,3,55,104350
51,13,2,24,91505
59,14,5,23,132050
56,10,1,52,92946
39,1,1,48,51676
45,23,4,54,172583
58,9,5,55,135938
36,14,2,38,99500
52,4,5,23,99208
35,6,5,59,116033
41,2,4,52,87822
43,6,2,53,79048
62,20,2,53,136902
28,6,1,35,59905
39,9,1,45,72843
22,0,2,27,46422
61,19,4,33,143777
64,35,3,27,190931
21,2,5,32,89105
62,7,2,20,77572
44,12,1,20,75232
23,2,1,39,45710
28,1,4,52,88358
43,5,1,46,59931
54,9,1,39,74222
39,12,2,29,87444
51,24,4,32,161489
63,23,3,21,144873
38,10,1,38,75142
24,1,2,60,65513
53,28,4,54,185410
29,1,2,21,49824
45,24,3,56,163284
48,13,2,30,93477
65,28,1,57,155230
27,1,5,35,86400
62,34,5,51,223789
51,30,2,50,170843
42,3,1,33,53870
61,35,3,50,201421
48,3,4,46,90695
22,1,5,47,95056
46,5,5,46,112081
61,37,2,28,184447
44,0,5,31,87661
44,3,5,43,101132
43,17,4,40,142190
31,2,4,40,85104
31,4,5,49,109902
57,9,1,21,69165
32,8,4,32,97621
23,2,1,45,43781
35,7,3,56,95833
26,5,3,46,80877
65,41,2,57,210103
32,2,3,20,64075
41,8,2,39,83755
64,30,4,50,193042
65,1,2,33,65082
36,5,4,29,93087
52,9,4,54,123829
24,4,4,34,84490
27,7,3,29,79208
32,5,3,52,90787
44,5,4,27,92846
43,20,5,23,156961
52,12,2,58,114243
47,6,4,56,107087
25,1,1,56,51025
42,6,1,51,69443
42,17,2,29,113248
32,6,2,44,71674
22,4,4,29,77255
31,4,2,40,70551
41,2,2,58,69491
37,6,2,25,71212
23,0,4,41,74766
62,28,1,24,140053
50,1,5,44,101003
38,2,4,52,86335
54,30,4,38,188049
34,9,4,58,117679
49,1,1,47,52680
28,0,4,41,73809
32,3,1,40,49886
23,1,4,25,71762
42,17,5,41,150035
58,28,1,24,141325
48,10,2,24,84298
43,6,5,54,117967
22,0,1,53,42128
37,0,4,23,71134
54,21,1,49,126708
36,11,5,50,132291
23,0,5,48,91516
28,2,1,55,56416
44,22,4,41,157720
48,11,3,52,110950
47,8,2,55,96903
51,7,2,54,88764
60,8,4,36,108835
32,0,2,37,46569
38,5,3,39,79285
47,27,4,46,180092
41,4,3,53,92356
38,17,2,42,114411
21,0,4,45,76700
21,3,2,44,61507
37,3,5,50,108413
21,0,1,29,26840
45,11,1,47,88956
65,2,5,29,97121
51,10,2,22,81583
28,2,1,47,48082
53,10,1,40,85808
61,14,1,33,91807
49,9,4,28,107882
55,28,1,60,154759
65,18,3,48,140636
58,39,3,59,215396
60,37,5,37,224837
39,13,1,60,97537
31,3,1,39,49310
25,4,4,52,89558
59,1,1,59,59244
61,14,1,31,94134
39,6,5,26,99821
36,5,3,33,78443
62,31,2,38,172863
63,30,4,57,198432
51,23,1,60,134322
32,5,2,35,62411
23,2,3,58,75732
30,7,5,28,104862
64,20,4,28,146866
47,9,1,45,78023
42,18,2,56,130037
43,1,5,51,99825
42,15,3,52,127155
28,8,1,48,75600
41,18,1,28,104297
21,0,4,56,76579
63,34,3,54,201025
37,5,1,39,56359
60,34,1,30,167285
25,1,5,49,92508
38,6,1,43,66127
27,7,1,50,65443
21,0,1,57,44527
50,24,2,44,145745
38,14,1,54,101054
57,30,4,34,190180
64,25,5,60,190690
61,42,5,37,240654
49,12,3,49,120721
45,8,2,21,71115
52,5,1,45,68606
33,2,2,59,67930
42,13,5,45,141745
56,13,2,59,114260
29,2,4,24,76804
27,6,5,32,107757
39,15,4,26,121107
54,22,5,22,158698
28,6,1,48,62703
33,0,2,20,45803
40,0,3,56,70227
62,3,1,37,59801
46,22,4,28,151372
40,3,5,45,104909
40,16,5,25,144118
32,7,1,27,54370
26,1,5,38,93346
22,0,1,33,33756
36,12,4,35,113092
40,9,5,43,118832
30,4,3,59,88807
51,12,3,58,124237
29,7,1,55,68759
53,6,2,48,88200
57,23,2,36,142320
28,5,3,37,78756
32,13,5,57,146557
47,2,2,25,55986
48,15,5,29,139857
46,15,1,36,91408
62,14,1,60,106228
33,2,4,23,77588
25,2,5,47,92027
64,10,3,20,102569
46,18,4,21,137170
25,3,3,44,72582
55,32,1,29,150957
54,6,3,60,106704
42,13,4,48,125608
60,32,5,57,221594
55,27,4,54,185236
45,19,4,50,147313
22,2,1,45,48596
43,15,5,21,139271
51,16,1,28,95238
47,20,4,51,153872
61,0,3,35,74711
33,14,2,32,94628
48,14,2,47,105591
39,11,3,37,105327
49,10,2,34,87411
46,18,2,49,123625
48,9,2,39,91252
42,12,4,22,115203
59,35,3,56,203399
21,0,1,52,44559
40,18,5,56,159362
30,1,2,25,48989
63,39,2,60,206727
62,12,5,31,139631
54,2,4,22,81556
50,20,1,43,112827
53,1,5,47,102233
40,4,3,31,77107
53,14,3,59,132675
31,4,2,38,61700
51,24,3,21,146152
28,8,4,39,105177
39,13,4,36,119262
58,30,4,23,178256
45,0,4,39,78976
58,10,2,46,95006
45,3,3,20,72285
47,5,4,43,99905
37,2,3,50,74684
28,6,4,41,99510
38,7,2,48,79787
53,5,4,35,98826
46,0,2,36,51208
55,28,4,36,182428
25,3,4,43,87178
42,12,1,39,81503
59,16,4,21,134143
42,16,4,33,133774
60,21,1,36,124070
63,39,5,23,221577
55,31,1,33,147335
37,12,3,22,96051
31,8,3,54,95939
57,1,3,58,87341
28,4,4,29,87779
51,15,1,58,102825
37,14,2,22,91203
39,8,5,28,114824
34,10,2,24,75998
25,3,2,49,61452
53,16,5,38,151271
35,7,1,55,76407
47,2,5,32,98037
49,13,5,30,136172
33,2,1,33,43043
53,11,4,55,124719
43,14,2,34,100557
51,16,1,49,108613
27,0,3,51,69971
23,0,1,47,44611
49,7,4,42,105143
29,6,3,52,91261
37,10,4,42,112985
21,0,1,48,37983
42,15,3,39,115860
46,5,4,54,108780
50,5,5,36,111658
37,14,1,20,80176
60,0,4,59,96067
28,2,5,53,104132
65,26,3,26,157493
51,20,1,57,129007
28,5,5,31,102885
63,33,5,29,204908
30,1,1,54,45225
39,11,3,30,96359
45,13,1,26,85315
44,16,1,34,96454
31,12,3,51,111609
48,28,3,36,164248
58,16,5,39,155479
48,27,4,47,178740
23,0,4,21,62639
48,6,4,38,105176
45,17,3,59,139325
46,16,5,41,145881
39,17,5,58,155083
51,1,1,29,45722
53,14,5,32,140143
36,5,4,34,88385
62,31,4,20,183398
61,27,4,50,185780
41,15,4,46,133762
40,19,2,48,122589
54,10,2,47,96543
27,8,3,35,87775
62,29,4,50,189615
54,17,3,32,129163
56,16,1,51,110897
43,13,3,54,124809
57,8,2,27,80977
65,37,5,27,226053
53,3,1,47,60112
57,37,4,39,208358
62,18,1,30,111645
27,2,1,37,48112
57,25,5,54,188592
24,2,3,35,62446
56,7,5,33,116457
37,2,3,24,61946
60,17,5,57,160300
64,18,5,52,170136
47,17,2,57,124952
59,17,3,47,136568
60,37,3,35,200548
53,29,3,55,177441
35,4,2,48,68271
32,6,5,60,123728
28,6,4,54,105315
44,25,3,44,152472
21,1,2,30,51776
60,24,2,36,144676
35,1,1,30,40437
57,16,1,28,96651
26,4,4,30,79315
50,1,1,30,46402
48,13,1,37,84232
64,29,5,51,203268
32,8,5,25,109057
49,9,3,53,111113
62,8,2,53,92597
44,22,3,55,151726
31,2,2,54,61955
57,14,3,47,126300
21,0,5,57,93060
23,1,1,34,41706
39,20,3,38,136787
65,23,3,35,151455
23,3,1,51,53559
35,13,1,30,80728
26,1,5,41,91376
25,2,1,25,34998
48,27,4,23,163712
23,1,4,58,89766
46,5,5,52,113726
46,25,4,22,162508
58,34,1,48,168890
49,9,3,25,89645
46,11,2,57,107590
56,9,5,27,119885
30,8,3,30,90443
30,3,2,25,52737
64,6,2,42,88073
23,2,1,28,37831
22,0,1,52,42697
61,5,2,30,72429
54,11,4,49,129634
28,2,2,55,64269
54,4,3,47,92413
24,3,3,70,58781
22,0,2,59,56296
44,10,2,23,79291
43,20,3,27,133245
47,20,2,39,127572
25,2,5,24,84342
24,0,4,34,73781
36,3,1,26,46201
54,2,3,34,76100
65,15,5,23,140055
23,0,3,38,61473
21,0,3,25,50696
60,36,5,44,220114
56,3,4,42,97809
49,5,5,21,97997
60,19,3,36,140421
21,1,3,44,68441
21,0,4,56,77131
61,35,4,22,196137
55,21,2,43,133596
31,10,4,28,105285
45,12,5,21,128568
55,25,2,58,157965
27,2,3,55,77846
60,17,1,32,99972
62,35,2,45,191076
23,0,4,48,82500
63,39,1,23,175153
26,6,5,22,94886
44,6,1,57,77339
30,0,3,57,72823
52,28,3,56,180579
23,0,1,52,44502
39,6,5,31,108543
45,19,3,56,147428
40,11,1,60,91049
60,16,3,32,125569
57,22,2,22,127380
55,26,1,31,129295
28,6,3,20,69479
44,0,4,30,70630
24,0,1,20,25045
64,9,2,32,85754
33,4,1,38,48768
26,2,5,53,100582
24,2,4,29,73810
33,2,4,40,83692
53,22,1,56,135180
59,20,5,49,169996
47,11,3,53,110355
44,20,4,39,146510
41,4,4,48,94277
48,17,5,20,145996
63,10,5,52,139958
56,3,3,42,83882
50,25,1,44,136935
31,2,4,53,86980
44,7,1,25,58501
55,2,4,55,99047
63,13,3,48,128037
43,19,2,26,111415
34,0,1,54,43603
36,12,3,41,104245
49,18,3,47,135903
43,13,5,31,137198
31,10,2,38,90652
53,0,4,50,85219
38,7,4,30,97326
41,10,4,26,106350
32,8,3,45,92559
57,31,4,53,203471
54,15,2,45,118166
32,9,4,22,102506
54,31,2,32,168287
53,15,2,41,113426
27,1,4,39,81676
59,3,2,47,76656
35,5,5,26,104427
36,13,1,47,92237
64,27,3,47,176667
30,5,3,40,81858
59,14,5,44,148715
23,1,1,26,37481
22,0,4,31,65498
59,13,5,40,145957
29,3,1,43,51898
50,28,1,23,135424
27,4,4,35,86885
49,17,5,47,159487
64,29,1,25,140213
25,1,1,21,30872
50,20,5,31,156263
55,30,5,48,208427
25,0,3,27,59317
24,0,5,24,78193
46,16,3,49,132971
51,7,2,35,77533
52,17,3,42,131315
61,19,1,53,123995
27,5,1,45,62393
53,4,2,24,60045
48,5,3,34,85308
30,1,5,39,88044
52,16,2,37,114531
36,0,4,43,74721
23,3,5,45,103530
63,3,4,39,91112
54,15,2,52,112705
45,6,1,31,55934
59,10,3,32,105937
34,3,4,52,90490
22,3,5,51,96910
44,17,1,52,105652
61,26,4,33,171438
24,1,5,54,97497
43,2,1,54,58965
31,9,2,52,86922
41,12,3,29,104557
36,16,5,31,140087
27,8,2,51,79792
30,6,4,30,93063
25,1,1,58,54482
32,2,1,31,42912
61,8,2,32,80057
59,5,4,33,99645
49,4,1,60,64414
64,8,3,57,114669
22,0,1,24,27913
38,15,3,29,109136
23,2,2,90,61971
32,1,1,31,39996
57,5,4,60,114499
43,9,1,40,71076
61,30,1,27,149740
33,5,2,22,65419
55,16,5,55,161613
48,29,1,40,147883
27,4,2,51,70720
58,32,4,37,195034
34,11,3,52,113927
56,20,2,42,129080
33,8,4,31,101365
51,18,5,25,150425
48,9,3,31,95757
57,5,4,43,98172
52,22,2,46,135052
50,2,4,35,88395
55,22,4,70,162400
42,12,1,47,84511
48,14,5,36,139475
21,3,4,24,79634
44,19,2,53,128504
49,11,5,26,126309
56,16,2,39,113995
61,13,2,42,109380
34,4,3,41,78981
62,14,1,32,96706
46,7,4,47,112546
52,7,3,40,97359
50,5,1,31,56985
31,2,3,32,68001
54,27,5,33,187687
65,45,4,26,237954
43,8,4,50,111105
54,13,2,26,100923
47,9,4,43,109191
39,20,2,40,122719
62,9,4,21,107650
35,8,3,50,95790
38,2,3,28,67999
61,6,2,48,88667
23,1,3,36,61806
63,27,4,46,185112
50,23,2,57,145554
40,3,1,52,56462
45,7,5,30,112064
34,3,4,41,84665
40,17,5,38,153373
29,7,5,24,108427
44,8,2,27,72880
35,7,1,55,68341
41,6,5,51,113125
36,1,2,34,58432
65,27,1,44,148615
23,1,1,21,36062
29,5,5,43,103499
54,30,2,22,157155
53,19,3,43,140743
40,14,1,35,88934
24,4,4,29,77666
62,23,4,59,176005
35,1,5,25,89619
36,4,4,46,98116
31,4,5,44,102970
23,0,3,59,69989
54,23,4,41,163088
24,2,4,22,67985
56,17,4,50,152652
37,8,1,51,74867
46,12,4,32,120168
26,3,2,32,60375
29,5,5,20,96318
65,20,2,29,131491
42,0,3,40,64562
47,7,3,50,100102
54,23,3,51,156259
50,21,4,33,155075
48,2,2,23,52853
60,19,1,49,122782
36,10,2,56,96558
54,29,3,38,175908
52,5,5,42,108655
36,1,3,40,73499
60,14,5,42,146733
59,25,2,48,154733
31,3,1,51,53431
48,18,2,50,127565
39,12,4,21,113665
52,14,3,38,121477
56,33,1,27,156170
27,0,1,49,41364
25,5,4,60,98177
47,9,1,40,74327
64,8,3,31,100655
39,7,3,60,99951
61,37,1,21,166252
22,1,4,46,75561
53,0,1,21,37411
40,15,1,35,93433
58,20,4,41,156998
26,1,1,34,43972
64,6,2,60,88545
51,28,2,44,153233
43,18,5,56,166421
57,37,2,34,188660
34,6,4,86,105322
26,1,4,45,81682
52,3,2,32,62647
32,3,5,53,105810
62,28,5,27,191438
35,9,5,23,111000
42,0,5,49,94342
40,12,2,24,84890
47,12,2,41,103740
27,6,4,42,98333
48,12,4,56,129348
65,44,1,41,207809
40,11,3,36,106437
31,11,4,43,119988
23,0,2,39,48657
32,8,2,37,83028
58,31,5,29,201768
61,37,5,55,235252
27,0,4,20,69051
37,6,4,27,96495
34,9,1,23,59061
23,1,4,44,84004
28,5,2,58,73921
25,2,2,50,63345
60,0,4,29,77504
25,1,1,58,50094
45,22,4,47,160588
49,7,2,35,83706
60,39,4,55,228665
58,39,5,25,226968
24,0,2,52,53584
42,15,1,29,88614
43,16,4,41,132342
59,22,1,32,117135
25,1,3,53,69898
52,7,5,44,123263
60,15,1,22,96691
21,0,5,52,91524
44,21,1,21,104993
54,28,3,53,172027
30,4,4,54,98913
65,12,2,47,106526
60,8,5,23,113131
35,5,3,51,87602
65,44,4,45,245314
21,0,3,56,70038
33,8,5,47,115378
55,18,4,58,158979
40,12,2,57,100514
61,5,3,42,92293
62,20,1,50,127409
40,10,1,42,80541
53,22,1,20,111630
50,5,4,41,98302
58,2,1,27,44390
39,14,3,35,117493
34,4,3,51,85484
60,22,4,31,159124
50,2,5,50,101173
28,6,4,59,105153
51,10,2,41,96124
57,24,2,37,143737
34,5,3,46,81569
39,15,3,22,109176
49,14,4,47,133639
39,7,5,34,111006
31,4,1,53,59494
59,2,2,34,60367
26,2,5,23,83764
53,24,3,23,141200
51,14,5,30,134640
46,24,3,54,162116
37,10,3,32,92343
65,39,1,55,199119
21,1,2,27,44943
37,18,2,38,113894
60,22,2,33,131680
27,0,1,29,34160
46,3,3,47,85561
31,0,5,48,88398
39,6,1,53,67185
32,3,3,21,62758
26,7,1,35,65097
45,7,5,51,126754
24,5,3,58,91076
21,0,3,60,70291
26,1,3,20,59615
50,20,4,48,156718
46,14,1,35,94051
32,0,4,48,75445
28,0,5,40,90357
36,5,2,60,76818
56,6,1,30,60434
46,22,5,41,172915
24,1,5,26,84755
25,1,3,49,69401
34,5,5,23,96760
40,1,2,43,57264
43,7,5,60,127762
23,0,2,60,59534
33,11,1,60,88078
57,17,1,26,98751
63,15,3,59,134594
26,7,3,37,88878
54,5,1,48,68257
21,0,3,53,72395
33,3,4,60,94826
50,8,5,37,118677
28,3,1,32,42767
53,9,2,55,96346
65,2,3,41,83018
58,11,1,26,78465
60,29,3,57,184593
22,2,4,36,76821
50,26,2,50,153145
46,13,2,43,104826
42,7,5,31,107576
33,6,3,20,72598
29,5,1,54,60324
30,5,4,47,92108
21,0,2,43,50217
37,1,1,55,48769
57,30,3,48,181382
34,5,5,23,97231
35,12,4,54,121987
57,2,3,51,88196
63,8,5,40,130247
55,22,1,60,139114
64,9,4,58,122977
22,1,3,40,69180
49,16,4,35,135128
27,1,2,22,47110
49,24,3,49,162777
41,10,2,41,91711
65,4,1,45,64180
47,21,4,44,155131
40,16,2,39,107123
54,18,2,41,123923
43,18,4,39,145100
26,0,2,52,55959
48,22,1,41,120131
39,8,2,40,84904
61,8,5,47,123517
21,2,3,40,69741
37,9,4,33,110123
30,8,1,52,71466
63,8,4,42,116710
44,23,1,44,130761
51,28,5,26,186628
24,1,2,33,47576
85,27,2,24,145599
25,1,4,41,79712
21,0,3,40,58940
31,9,1,35,73782
43,12,1,20,80276
50,18,5,21,149652
49,6,3,56,98201
59,25,2,28,142485
48,4,2,38,70363
37,12,3,57,118171
29,3,2,25,56617
32,0,1,41,38260
28,2,1,36,40889
45,11,1,42,85449
38,3,1,20,41144
41,7,3,56,103350
42,6,4,23,89910
62,5,1,34,60630
40,2,2,34,55211
55,15,4,50,140596
60,18,4,46,152820
32,0,2,33,52453
58,34,4,35,204464
46,1,3,30,67731
32,0,4,28,66430
29,3,4,30,83413
41,1,5,54,101299
24,0,5,35,87231
37,12,5,43,131893
57,4,2,22,63533
24,5,4,28,86005
44,10,1,35,77736
49,18,2,54,126671
39,5,4,44,99556
59,33,5,44,216281
22,0,1,41,40846
42,18,1,55,109322
39,14,4,52,130981
58,18,2,82,132518
48,18,4,21,136355
46,23,4,20,146837
62,28,2,51,160398
63,7,2,42,91640
38,18,3,54,134778
44,2,4,45,89615
39,3,5,59,112708
47,4,1,60,70075
55,15,3,43,129491
34,10,5,41,122426
41,18,2,39,115290
40,1,2,29,56671
32,5,2,29,66650
40,13,3,36,113386
60,26,2,33,143598
54,17,3,60,142114
45,7,1,24,60125
43,18,2,45,123507
27,7,3,35,81581
54,12,1,48,89762
37,13,3,22,101059
65,11,3,34,109828
23,2,3,23,62681
57,22,4,54,171452
53,9,1,59,87869
21,0,2,41,45541
59,19,3,27,137302
44,19,4,25,134346
29,4,2,21,54521
40,6,4,27,97070
27,5,5,25,101698
51,27,2,39,148418
38,11,5,52,130815
64,41,3,47,217971
38,13,3,35,109340
52,5,5,41,107908
32,3,2,38,64884
51,15,1,37,95965
45,14,5,56,144376
39,15,1,43,95908
60,15,4,32,132911
48,26,1,46,135880
52,20,1,34,114133
41,8,4,55,115082
48,21,2,55,142058
26,3,4,36,86751
60,12,4,22,120096
22,0,2,37,52030
65,13,2,24,101497
57,24,5,54,183687
22,0,2,41,48244
64,0,4,53,92646
64,1,1,29,45508
51,5,3,38,86468
50,3,3,54,88070
61,2,5,51,105016
32,0,2,21,38832
37,5,1,54,62363
30,4,4,48,97836
42,18,2,55,123349
57,36,3,26,188594
23,2,3,56,72791
53,27,5,54,195982
21,0,2,40,48685
